member_id,signup_date,tier,home_branch,age_band,city,recency_days,frequency,monetary,tenure_days,distinct_branches,home_branch_share,redemption_count,points_balance,morning_visit_ratio,weekend_visit_ratio,avg_days_between_visits,gap_trend,days_to_second_purchase,visits_last_30d_vs_prev_30d,churned,cluster,segment
M002816,2026-04-02,Bronze,B36,35-44,Pattaya,13,2,299.87,28,1,1.0,0,29,0.5,0.0,15.534027777777778,,15.534027777777778,3.0,0,1,One-and-done
M002817,2026-02-07,Bronze,B38,35-44,Khon Kaen,8,4,421.23,82,1,1.0,0,40,0.75,0.25,24.51597222222222,,36.625,0.6666666666666666,0,2,At-risk regulars
M002818,2025-05-10,Silver,B13,35-44,Bangkok,52,15,3124.2,355,3,0.8666666666666667,2,91,0.2,0.3333333333333333,21.638392857142858,1.848637819683945,11.149305555555555,0.5,1,3,Hibernating
M002819,2025-10-08,Silver,B26,25-34,Chiang Mai,22,6,912.63,204,1,1.0,0,89,0.8333333333333334,0.0,36.350833333333334,1.8710978595496088,19.73402777777778,2.0,0,2,At-risk regulars
M002820,2025-07-19,Bronze,B04,25-34,Bangkok,36,8,1034.69,285,1,1.0,1,3,0.625,0.375,35.52688492063492,1.1610317062298008,15.665972222222225,0.5,0,2,At-risk regulars
M002821,2026-04-23,Bronze,B36,35-44,Pattaya,7,1,304.44,7,1,1.0,0,30,1.0,0.0,,,,2.0,0,1,One-and-done
M002822,2025-12-13,Bronze,B37,45-54,Pattaya,25,6,1753.9,138,2,0.8333333333333334,0,172,0.5,0.3333333333333333,22.602777777777774,1.3725283813247124,16.850694444444443,1.0,0,2,At-risk regulars
M002823,2025-10-09,Bronze,B08,18-24,Bangkok,26,7,1091.36,203,1,1.0,0,106,0.4285714285714285,0.5714285714285714,29.566782407407413,1.7726680704191722,24.211805555555557,2.0,0,2,At-risk regulars
M002824,2025-11-27,Bronze,B07,25-34,Bangkok,18,15,2821.7,154,6,0.6666666666666666,0,275,0.8,0.0666666666666666,9.709672619047618,1.525536409277023,29.284027777777776,0.5,1,0,Loyal
M002826,2026-02-09,Bronze,B05,35-44,Bangkok,0,6,948.11,80,1,1.0,0,91,0.8333333333333334,0.1666666666666666,15.93083333333333,0.4972475481615652,37.602777777777774,1.3333333333333333,1,2,At-risk regulars
M002829,2024-12-22,Silver,B01,25-34,Bangkok,53,23,4040.35,494,1,1.0,0,393,0.391304347826087,0.2608695652173913,20.053977272727277,0.6694112849001906,8.930555555555555,0.5,0,3,Hibernating
M002830,2025-11-11,Bronze,B02,55+,Bangkok,2,76,14878.75,170,11,0.8421052631578947,9,145,0.6447368421052632,0.2894736842105263,2.238916666666667,1.4865941440234691,4.290277777777778,0.8666666666666667,0,4,Champions
M002831,2026-01-22,Bronze,B29,25-34,Chiang Mai,44,4,527.1800000000001,98,1,1.0,0,50,0.5,0.25,17.855555555555554,,7.610416666666667,0.5,1,2,At-risk regulars
M002832,2025-12-10,Silver,B37,25-34,Pattaya,29,5,1461.62,141,2,0.8,0,142,0.6,0.0,28.001041666666666,0.6735211126925862,37.08055555555555,2.0,0,2,At-risk regulars
M002833,2026-02-15,Silver,B06,35-44,Bangkok,12,3,1440.9499999999998,74,1,1.0,0,143,0.6666666666666666,0.6666666666666666,31.05034722222222,,30.010416666666668,1.0,0,2,At-risk regulars
M002835,2026-04-21,Silver,B33,55+,Phuket,9,1,142.42,9,1,1.0,0,14,0.0,0.0,,,,2.0,0,1,One-and-done
M002837,2025-01-11,Bronze,B07,18-24,Bangkok,11,27,5856.04,474,5,0.8518518518518519,0,572,0.7037037037037037,0.2592592592592592,17.81241987179487,1.010109289617486,15.0125,1.5,0,4,Champions
M002839,2026-04-08,Bronze,B39,25-34,Khon Kaen,11,2,766.4,22,2,0.5,0,76,1.0,0.5,10.963888888888889,,10.963888888888889,3.0,0,2,At-risk regulars
M002841,2026-02-26,Silver,B09,35-44,Bangkok,5,8,1417.5500000000002,63,3,0.75,0,139,0.5,0.625,8.289285714285715,0.7299306121441095,18.02638888888889,1.25,0,2,At-risk regulars
M002842,2025-11-08,Gold,B32,35-44,Phuket,0,96,25266.07,173,9,0.90625,8,1159,0.5104166666666666,0.3020833333333333,1.8207529239766085,0.6973445949552641,15.915972222222225,1.2352941176470589,0,4,Champions
M002845,2025-02-26,Silver,B17,25-34,Bangkok,14,20,3556.09,428,5,0.8,0,345,0.75,0.3,21.789766081871345,0.767577068166904,10.047222222222222,0.6666666666666666,0,0,Loyal
M002846,2026-04-24,Silver,B20,25-34,Bangkok,6,1,246.24,6,1,1.0,0,24,1.0,0.0,,,,2.0,0,1,One-and-done
M002847,2025-10-23,Silver,B28,35-44,Chiang Mai,34,5,1189.51,189,4,0.4,0,116,0.6,0.2,38.79184027777778,1.3168712426699754,31.343055555555555,0.5,0,2,At-risk regulars
M002848,2026-03-14,Bronze,B16,35-44,Bangkok,8,3,605.0,47,1,1.0,0,59,0.6666666666666666,0.3333333333333333,19.572222222222223,,11.061111111111112,0.6666666666666666,0,2,At-risk regulars
M002849,2025-01-12,Silver,B19,45-54,Bangkok,89,18,3178.27,473,7,0.6666666666666666,2,36,0.5,0.3888888888888889,22.584272875816993,1.4529282425800698,18.216666666666665,1.0,1,3,Hibernating
M002850,2025-08-22,Bronze,B18,25-34,Bangkok,17,31,4454.75,251,6,0.8387096774193549,0,430,0.3870967741935484,0.1935483870967742,7.817291666666666,0.7463900335102375,15.186111111111112,0.8,0,4,Champions
M002851,2025-04-23,Bronze,B02,55+,Bangkok,9,17,2490.74,372,2,0.9411764705882352,0,242,0.5294117647058824,0.2941176470588235,22.693967013888887,0.8706577244922177,3.326388888888889,1.5,0,0,Loyal
M002852,2026-01-26,Bronze,B19,45-54,Bangkok,20,4,1524.7199999999998,94,1,1.0,0,152,0.5,0.25,24.694907407407403,,15.853472222222225,1.0,0,2,At-risk regulars
M002854,2025-11-14,Bronze,B31,35-44,Phuket,3,11,2237.61,167,3,0.8181818181818182,0,218,0.5454545454545454,0.2727272727272727,16.396319444444448,1.1430936274757266,7.089583333333334,1.0,0,0,Loyal
M002855,2025-06-02,Bronze,B08,25-34,Bangkok,18,11,1748.05,332,4,0.7272727272727273,0,170,0.4545454545454545,0.2727272727272727,31.418611111111108,1.2547777339696091,35.31111111111111,2.0,0,0,Loyal
M002856,2025-09-12,Silver,B24,25-34,Bangkok,27,7,2181.0299999999997,230,1,1.0,0,214,0.4285714285714285,0.1428571428571428,33.8681712962963,0.9451527559892576,25.986805555555556,2.0,0,0,Loyal
M002857,2026-03-29,Bronze,B39,35-44,Khon Kaen,32,1,211.87,32,1,1.0,0,21,0.0,1.0,,,,0.5,0,1,One-and-done
M002858,2026-04-14,Bronze,B28,18-24,Chiang Mai,1,2,264.27,16,2,0.5,0,25,1.0,0.0,14.957638888888887,,14.957638888888887,3.0,0,1,One-and-done
M002859,2026-04-13,Bronze,B17,35-44,Bangkok,5,2,461.52,17,2,0.5,0,45,1.0,0.5,11.984027777777778,,11.984027777777778,3.0,0,1,One-and-done
M002860,2025-06-16,Gold,B05,25-34,Bangkok,12,14,2481.87,318,4,0.7857142857142857,0,239,0.5,0.3571428571428571,23.570993589743587,1.1211355817221496,12.264583333333333,1.0,1,0,Loyal
M002861,2025-09-06,Bronze,B33,55+,Phuket,5,11,1447.04,236,2,0.9090909090909092,0,139,0.4545454545454545,0.2727272727272727,23.08111111111111,0.7864509372456416,16.895833333333332,1.5,0,0,Loyal
M002864,2025-09-06,Bronze,B23,35-44,Bangkok,4,9,1037.33,236,3,0.6666666666666666,0,101,0.4444444444444444,0.3333333333333333,28.991406249999997,1.1601688072276306,9.9375,1.0,0,2,At-risk regulars
M002865,2025-03-23,Bronze,B40,45-54,Khon Kaen,7,11,1490.4,403,1,1.0,0,144,0.3636363636363636,0.1818181818181818,39.570972222222224,1.7120397077496643,35.889583333333334,2.0,1,0,Loyal
M002866,2026-03-07,Bronze,B05,35-44,Bangkok,18,2,404.76,54,2,0.5,0,40,0.0,1.0,36.28819444444444,,36.28819444444444,1.0,0,1,One-and-done
M002867,2026-02-07,Bronze,B22,35-44,Bangkok,4,5,1312.62,82,1,1.0,0,129,0.4,0.4,19.53402777777778,0.373980826654094,36.822916666666664,1.0,0,2,At-risk regulars
M002868,2025-05-15,Bronze,B22,25-34,Bangkok,4,15,3372.03,350,3,0.8666666666666667,0,331,0.4666666666666667,0.2666666666666666,24.72723214285714,0.9283824051914272,6.4944444444444445,1.5,0,0,Loyal
M002869,2024-11-06,Bronze,B20,45-54,Bangkok,9,19,3719.83,540,3,0.8947368421052632,0,362,0.5263157894736842,0.2631578947368421,29.501311728395063,1.5857040492217804,4.913888888888889,2.0,0,0,Loyal
M002870,2025-02-09,Silver,B12,55+,Bangkok,83,10,1785.3300000000002,445,3,0.8,0,175,0.6,0.5,40.19228395061728,2.133948660156266,15.768055555555556,1.0,1,3,Hibernating
M002871,2025-04-23,Silver,B30,25-34,Phuket,4,48,10564.11,372,8,0.7916666666666666,0,1036,0.5416666666666666,0.2291666666666666,7.821187943262412,1.0298843324093676,2.8368055555555554,5.0,0,4,Champions
M002872,2026-04-21,Silver,B36,35-44,Pattaya,9,1,152.9,9,1,1.0,0,15,1.0,0.0,,,,2.0,0,1,One-and-done
M002873,2025-01-24,Silver,B32,18-24,Phuket,35,12,1821.6,461,2,0.9166666666666666,0,176,0.3333333333333333,0.3333333333333333,38.71571969696969,1.5890369607024175,26.426388888888887,0.5,0,0,Loyal
M002874,2026-01-16,Bronze,B38,35-44,Khon Kaen,4,8,2377.74,104,2,0.875,1,126,0.75,0.375,14.285218253968251,1.136479023018078,6.9534722222222225,1.0,0,0,Loyal
M002875,2025-04-16,Silver,B40,35-44,Khon Kaen,5,11,1614.13,379,4,0.7272727272727273,0,157,0.1818181818181818,0.3636363636363636,37.39361111111111,1.780523422382151,17.856944444444444,2.0,1,0,Loyal
M002876,2025-05-18,Bronze,B18,25-34,Bangkok,1,150,25091.24,347,17,0.8733333333333333,16,219,0.5,0.3266666666666666,2.3195656226696495,0.8613155403236197,10.102777777777778,1.2727272727272727,0,4,Champions
M002878,2026-02-14,Gold,B07,25-34,Bangkok,5,7,3043.7999999999997,75,1,1.0,1,202,0.1428571428571428,0.7142857142857143,11.67349537037037,1.501029087212042,12.895138888888887,0.75,0,0,Loyal
M002879,2026-04-04,Gold,B01,25-34,Bangkok,8,2,257.35,26,2,0.0,0,25,0.5,0.5,17.639583333333334,,17.639583333333334,3.0,0,1,One-and-done
M002880,2025-09-02,Bronze,B29,45-54,Chiang Mai,12,7,1293.23,240,2,0.8571428571428571,0,126,0.8571428571428571,0.2857142857142857,38.012615740740735,0.8693132986140754,33.016666666666666,1.0,0,2,At-risk regulars
M002881,2026-03-19,Gold,B30,35-44,Phuket,9,3,1690.94,42,1,1.0,1,76,0.3333333333333333,0.3333333333333333,16.747569444444444,,17.338194444444444,1.5,0,2,At-risk regulars
M002883,2025-12-06,Bronze,B11,35-44,Bangkok,2,22,3263.92,145,2,0.9545454545454546,2,94,0.5909090909090909,0.3181818181818182,6.803339947089946,0.9361061320357144,13.917361111111113,1.2,0,0,Loyal
M002884,2026-03-29,Bronze,B12,35-44,Bangkok,0,3,415.89,32,1,1.0,0,40,0.3333333333333333,0.3333333333333333,15.930208333333333,,25.084027777777777,1.5,0,1,One-and-done
M002885,2025-11-07,Bronze,B30,25-34,Phuket,7,10,1372.33,174,2,0.9,1,43,0.8,0.1,18.564429012345677,1.2437224038558763,10.845138888888888,0.6666666666666666,0,0,Loyal
M002886,2026-01-15,Silver,B32,35-44,Phuket,13,5,651.73,105,2,0.8,0,63,0.8,0.0,23.009895833333335,0.5422265382430272,35.040277777777774,0.6666666666666666,0,2,At-risk regulars
M002887,2025-04-23,Bronze,B14,55+,Bangkok,1,49,11496.31,372,7,0.8775510204081632,0,1130,0.4285714285714285,0.4081632653061224,7.735662615740741,0.8778270062241649,12.006944444444445,1.2,0,4,Champions
M002888,2025-05-19,Silver,B31,25-34,Phuket,36,7,1365.16,346,1,1.0,0,132,0.5714285714285714,0.1428571428571428,51.68101851851852,0.8781398791998251,32.09097222222222,0.5,1,2,At-risk regulars
M002889,2026-01-13,Bronze,B34,18-24,Pattaya,19,7,784.02,107,2,0.8571428571428571,0,75,0.4285714285714285,0.4285714285714285,14.645138888888887,1.0613179115419076,25.869444444444444,0.6666666666666666,0,2,At-risk regulars
M002891,2025-04-02,Bronze,B06,35-44,Bangkok,12,22,5976.06,393,3,0.9090909090909092,0,586,0.5454545454545454,0.2727272727272727,18.129960317460316,0.8473190440605571,13.514583333333333,1.0,0,4,Champions
M002892,2025-12-20,Bronze,B21,18-24,Bangkok,3,6,1340.09,131,2,0.8333333333333334,1,58,0.8333333333333334,0.5,25.523888888888887,1.7277879842082635,9.563888888888888,1.0,0,2,At-risk regulars
M002893,2026-03-05,Silver,B30,18-24,Phuket,1,4,1084.98,56,1,1.0,0,107,0.75,0.0,18.477546296296296,,28.992361111111112,2.0,0,2,At-risk regulars
M002894,2025-12-16,Gold,B35,18-24,Pattaya,3,9,2651.2,135,2,0.8888888888888888,0,259,0.4444444444444444,0.2222222222222222,16.564756944444444,1.094389799951963,5.1930555555555555,1.0,0,0,Loyal
M002895,2026-01-09,Bronze,B13,25-34,Bangkok,34,9,1736.1999999999998,111,1,1.0,0,170,0.5555555555555556,0.4444444444444444,9.622309027777778,1.3161279559129022,17.986805555555556,0.3333333333333333,1,0,Loyal
M002896,2026-04-23,Bronze,B15,18-24,Bangkok,7,1,154.46,7,1,1.0,0,15,1.0,0.0,,,,2.0,0,1,One-and-done
M002897,2026-02-09,Bronze,B16,25-34,Bangkok,20,4,582.48,80,1,1.0,0,57,0.5,0.25,20.103472222222223,,13.953472222222222,1.0,0,2,At-risk regulars
M002898,2025-05-12,Bronze,B27,45-54,Chiang Mai,15,15,3010.03,353,5,0.7333333333333333,0,295,0.6,0.0666666666666666,24.171230158730157,0.9285675095501652,4.077083333333333,0.6666666666666666,0,0,Loyal
M002899,2025-06-29,Gold,B03,55+,Bangkok,4,35,9655.31,305,5,0.8571428571428571,5,321,0.6285714285714286,0.3714285714285714,8.854697712418302,1.5906808662037002,13.200694444444444,1.0,0,4,Champions
M002901,2026-02-20,Bronze,B37,18-24,Pattaya,59,2,695.56,69,2,0.5,0,69,1.0,0.0,9.99236111111111,,9.99236111111111,0.5,1,3,Hibernating
M002902,2025-12-24,Bronze,B29,18-24,Chiang Mai,10,10,2470.12,127,3,0.7,0,241,0.7,0.3,13.004706790123455,0.7859858503041524,38.52291666666667,0.75,0,0,Loyal
M002905,2025-08-19,Bronze,B16,35-44,Bangkok,30,10,1590.28,254,3,0.8,0,154,0.7,0.2,24.878626543209876,1.5835375578636168,37.05833333333333,0.5,1,0,Loyal
M002906,2025-12-06,Bronze,B16,25-34,Bangkok,31,6,1222.49,145,1,1.0,0,118,0.1666666666666666,0.1666666666666666,22.746250000000003,2.4526408014780103,11.322222222222225,0.5,0,2,At-risk regulars
M002907,2025-10-19,Bronze,B22,25-34,Bangkok,3,10,1335.91,193,3,0.8,0,126,0.4,0.5,21.078703703703702,0.9942456294185348,6.875694444444444,1.5,0,0,Loyal
M002908,2025-08-15,Bronze,B09,18-24,Bangkok,28,7,1696.45,258,3,0.7142857142857143,0,166,0.5714285714285714,0.0,38.23518518518518,1.6547517639306324,23.84513888888889,2.0,0,2,At-risk regulars
M002909,2025-02-03,Bronze,B12,35-44,Bangkok,39,13,3037.94,451,2,0.9230769230769232,0,297,0.4615384615384615,0.4615384615384615,34.344849537037035,2.332757257359196,4.826388888888889,0.5,1,3,Hibernating
M002911,2025-07-23,Bronze,B38,35-44,Khon Kaen,45,9,1667.4199999999998,281,3,0.7777777777777778,1,73,0.6666666666666666,0.3333333333333333,29.511979166666663,1.7452050065431894,10.495138888888889,0.5,0,3,Hibernating
M002912,2026-02-23,Bronze,B20,18-24,Bangkok,20,3,968.19,66,1,1.0,0,95,1.0,0.0,22.98715277777778,,24.95138888888889,1.0,0,2,At-risk regulars
M002913,2026-02-23,Bronze,B22,25-34,Bangkok,3,4,1562.72,66,1,1.0,0,154,0.75,0.0,20.988657407407405,,14.152083333333334,1.5,0,2,At-risk regulars
M002915,2026-02-05,Bronze,B09,25-34,Bangkok,12,4,596.9300000000001,84,1,1.0,0,58,0.5,0.75,23.959722222222226,,31.07986111111111,0.6666666666666666,0,2,At-risk regulars
M002916,2026-01-15,Gold,B16,25-34,Bangkok,15,10,2823.36,105,2,0.9,0,278,0.5,0.5,9.979166666666668,0.7543099317438853,8.331944444444444,1.0,0,0,Loyal
M002917,2025-02-05,Bronze,B24,35-44,Bangkok,15,17,2747.2200000000003,449,3,0.8823529411764706,0,264,0.6470588235294118,0.2941176470588235,27.13072916666667,0.8345823539587085,4.36875,1.0,0,0,Loyal
M002918,2026-02-21,Bronze,B27,25-34,Chiang Mai,14,4,760.72,68,2,0.75,0,74,0.25,0.75,17.921064814814816,,29.242361111111112,1.5,0,2,At-risk regulars
M002919,2025-07-13,Bronze,B12,45-54,Bangkok,10,12,3608.74,291,2,0.9166666666666666,0,353,0.4166666666666667,0.5833333333333334,25.55574494949495,1.082407474939019,13.956944444444444,1.0,0,0,Loyal
M002921,2024-11-21,Silver,B08,35-44,Bangkok,49,33,6409.38,525,11,0.696969696969697,0,628,0.5151515151515151,0.3333333333333333,14.89008246527778,5.682541262068519,39.03333333333333,0.5,1,3,Hibernating
M002922,2025-05-02,Silver,B24,25-34,Bangkok,26,8,1520.81,363,2,0.875,0,149,0.5,0.375,48.16865079365079,1.0444568507037288,15.433333333333334,2.0,1,2,At-risk regulars
M002923,2024-11-09,Silver,B25,25-34,Chiang Mai,3,65,13107.1,537,7,0.8769230769230769,0,1277,0.5846153846153846,0.2923076923076923,8.345909288194443,0.9610676542604736,8.347916666666666,1.0,0,4,Champions
M002924,2025-12-03,Bronze,B24,45-54,Bangkok,14,6,961.32,148,2,0.8333333333333334,0,92,0.3333333333333333,0.3333333333333333,26.81041666666666,0.8453055118233584,36.86180555555555,1.0,0,2,At-risk regulars
M002925,2024-12-01,Silver,B05,35-44,Bangkok,53,13,2498.38,515,2,0.9230769230769232,0,241,0.5384615384615384,0.3076923076923077,38.502488425925925,2.0629042649796823,11.228472222222225,0.5,1,3,Hibernating
M002926,2025-05-04,Silver,B27,35-44,Chiang Mai,26,12,2615.0699999999997,361,4,0.75,2,76,0.3333333333333333,0.3333333333333333,30.44526515151515,1.5706338667817694,30.98472222222222,2.0,1,0,Loyal
M002928,2026-03-17,Bronze,B16,25-34,Bangkok,13,3,390.78,44,1,1.0,0,38,0.6666666666666666,0.0,15.51423611111111,,21.413194444444443,1.5,0,1,One-and-done
M002930,2025-11-01,Silver,B33,45-54,Phuket,4,7,1216.5,180,2,0.8571428571428571,0,118,0.7142857142857143,0.4285714285714285,29.37164351851851,0.4339856132995044,13.938888888888888,1.0,0,2,At-risk regulars
M002933,2025-12-12,Silver,B17,35-44,Bangkok,3,20,5611.18,139,5,0.8,2,58,0.8,0.25,7.157090643274853,0.920522570536044,3.9291666666666663,1.2,0,4,Champions
M002934,2026-02-21,Bronze,B23,45-54,Bangkok,0,5,666.91,68,3,0.6,0,64,0.6,0.6,16.9421875,1.288817965724164,13.925694444444444,1.0,0,2,At-risk regulars
M002935,2025-09-23,Silver,B03,18-24,Bangkok,29,8,2082.62,219,2,0.875,0,205,0.625,0.25,27.165575396825396,0.8259799862790091,32.43611111111111,2.0,0,0,Loyal
M002936,2026-04-23,Bronze,B05,35-44,Bangkok,7,1,234.07,7,1,1.0,0,23,1.0,0.0,,,,2.0,0,1,One-and-done
M002939,2026-01-22,Silver,B17,18-24,Bangkok,5,5,759.0999999999999,98,4,0.4,0,73,0.4,0.4,23.335416666666667,0.5737587647372435,34.300694444444446,0.6666666666666666,0,2,At-risk regulars
M002942,2025-11-03,Bronze,B10,45-54,Bangkok,26,6,842.74,178,2,0.8333333333333334,0,82,0.1666666666666666,0.5,30.515277777777776,1.164021164021164,36.59444444444444,2.0,0,2,At-risk regulars
M002943,2025-08-21,Bronze,B16,25-34,Bangkok,27,14,2729.62,252,3,0.7857142857142857,0,266,0.5714285714285714,0.2142857142857142,17.304433760683764,1.534343115599032,25.908333333333335,1.0,0,0,Loyal
M002945,2025-08-30,Bronze,B04,55+,Bangkok,17,13,2682.0,243,3,0.8461538461538461,0,261,0.6153846153846154,0.1538461538461538,18.842071759259255,1.2752790300695938,5.715277777777778,1.0,0,0,Loyal
M002946,2026-03-19,Bronze,B13,18-24,Bangkok,9,3,396.3,42,1,1.0,0,38,0.6666666666666666,0.3333333333333333,16.45520833333333,,17.14097222222222,1.5,0,1,One-and-done
M002947,2025-09-22,Silver,B03,25-34,Bangkok,81,9,1280.43,220,2,0.8888888888888888,0,123,0.5555555555555556,0.3333333333333333,17.361024305555556,1.3858770307148482,9.636111111111113,1.0,0,3,Hibernating
M002950,2025-12-24,Bronze,B39,45-54,Khon Kaen,3,8,1432.2,127,2,0.875,0,139,0.625,0.25,17.6343253968254,1.1041154591110882,11.379861111111111,1.0,0,2,At-risk regulars
M002952,2025-12-25,Silver,B30,45-54,Phuket,42,4,877.91,126,1,1.0,0,86,0.75,0.0,28.03865740740741,,25.353472222222223,0.5,0,2,At-risk regulars
M002953,2025-06-05,Gold,B31,35-44,Phuket,13,12,3488.25,329,4,0.6666666666666666,0,342,0.5,0.5,28.72910353535353,1.013937669721914,3.38125,1.0,0,0,Loyal
M002956,2025-07-04,Bronze,B39,25-34,Khon Kaen,60,15,2438.54,300,3,0.8666666666666667,0,238,0.5333333333333333,0.3333333333333333,17.156001984126984,1.3298333674793414,33.300694444444446,1.0,1,3,Hibernating
M002957,2025-06-12,Bronze,B34,55+,Pattaya,3,27,4401.32,322,2,0.9629629629629628,0,427,0.4074074074074074,0.3703703703703703,12.282692307692308,0.7107219516058769,10.41388888888889,0.8,0,4,Champions
M002960,2026-02-07,Bronze,B18,25-34,Bangkok,13,5,707.22,82,1,1.0,0,67,0.4,0.4,17.345486111111114,1.3310011660836247,13.895833333333334,0.6666666666666666,0,2,At-risk regulars
M002961,2026-03-16,Gold,B33,25-34,Phuket,35,2,476.02,45,1,1.0,0,47,0.5,0.0,9.777083333333334,,9.777083333333334,0.3333333333333333,0,1,One-and-done
M002963,2025-04-27,Bronze,B26,18-24,Chiang Mai,2,15,3053.2,368,4,0.8,0,297,0.4,0.2666666666666666,26.111805555555552,0.9602760238628318,6.965972222222222,1.5,0,0,Loyal
M002964,2025-11-20,Bronze,B36,18-24,Pattaya,59,9,1605.6,161,2,0.8888888888888888,1,16,0.4444444444444444,0.1111111111111111,12.744965277777778,1.0924815082085515,37.135416666666664,0.5,1,3,Hibernating
M002966,2025-12-27,Bronze,B39,35-44,Khon Kaen,19,8,809.4300000000001,124,5,0.5,0,77,0.5,0.75,14.954960317460316,1.0845603567189557,32.700694444444444,0.6666666666666666,0,2,At-risk regulars
M002967,2025-04-02,Bronze,B33,18-24,Phuket,16,10,1503.39,393,3,0.8,0,145,0.5,0.1,41.8391975308642,1.5055453372942114,19.395138888888887,2.0,1,0,Loyal
M002968,2026-02-21,Gold,B29,45-54,Chiang Mai,2,5,1974.72,68,1,1.0,0,195,0.4,0.6,16.471006944444444,2.8633040196772126,6.870138888888889,1.5,0,2,At-risk regulars
M002970,2025-09-07,Bronze,B22,25-34,Bangkok,41,14,2531.32,235,3,0.8571428571428571,0,247,0.3571428571428571,0.3571428571428571,14.926495726495729,2.6351224346815676,19.940277777777776,0.5,1,3,Hibernating
M002971,2025-07-11,Bronze,B20,25-34,Bangkok,81,23,3622.63,293,5,0.8260869565217391,2,81,0.4347826086956521,0.5217391304347826,9.621938131313131,1.3458764752445316,11.618055555555555,1.0,1,3,Hibernating
M002972,2025-10-20,Bronze,B10,35-44,Bangkok,3,8,1496.3,192,3,0.75,0,145,0.375,0.0,27.02003968253968,1.773933082914781,27.7125,3.0,0,0,Loyal
M002973,2025-09-20,Bronze,B34,25-34,Pattaya,30,6,565.89,222,3,0.6666666666666666,0,53,0.3333333333333333,0.1666666666666666,38.386111111111106,1.4024795615847632,26.152083333333337,0.5,0,2,At-risk regulars
M002977,2026-04-26,Bronze,B12,35-44,Bangkok,4,1,193.56,4,1,0.0,0,19,0.0,1.0,,,,2.0,0,1,One-and-done
M002978,2025-10-23,Silver,B27,35-44,Chiang Mai,39,7,1017.05,189,1,1.0,0,98,0.2857142857142857,0.2857142857142857,25.025810185185183,1.11630615640599,37.225,0.5,0,3,Hibernating
M002979,2025-09-18,Gold,B28,25-34,Chiang Mai,21,9,4814.41,224,2,0.8888888888888888,2,162,0.8888888888888888,0.0,25.365625,2.094221700541586,13.278472222222222,1.0,0,0,Loyal
M002980,2025-11-17,Bronze,B29,55+,Chiang Mai,82,10,1873.14,164,4,0.7,0,179,0.6,0.3,9.13989197530864,1.7331547431452885,15.400694444444444,1.0,1,3,Hibernating
M002981,2024-12-22,Bronze,B36,25-34,Pattaya,82,11,1879.11,494,3,0.8181818181818182,0,183,0.4545454545454545,0.2727272727272727,41.20965277777778,1.0376814769730167,37.15902777777778,1.0,0,3,Hibernating
M002982,2025-08-26,Bronze,B06,25-34,Bangkok,6,7,1414.7,247,2,0.8571428571428571,0,139,0.5714285714285714,0.2857142857142857,40.25902777777778,1.5392971339300052,35.954166666666666,2.0,0,2,At-risk regulars
M002983,2026-03-07,Bronze,B27,25-34,Chiang Mai,9,3,224.24,54,1,1.0,0,22,0.3333333333333333,0.3333333333333333,22.489930555555553,,23.810416666666665,0.6666666666666666,0,1,One-and-done
M002985,2025-06-14,Bronze,B14,35-44,Bangkok,2,9,1270.7,320,5,0.5555555555555556,0,123,0.4444444444444444,0.4444444444444444,39.70112847222222,1.470380445593111,27.87986111111111,2.0,1,2,At-risk regulars
M002988,2025-07-04,Bronze,B24,18-24,Bangkok,18,9,1772.17,300,2,0.8888888888888888,0,172,0.6666666666666666,0.3333333333333333,35.28046875,2.1533961565429567,9.952083333333333,2.0,1,0,Loyal
M002989,2025-09-05,Bronze,B23,25-34,Bangkok,27,8,1234.46,237,5,0.5,1,23,0.125,0.625,29.962797619047617,1.1220346974944313,29.86875,2.0,0,2,At-risk regulars
M002991,2026-03-27,Bronze,B02,35-44,Bangkok,24,2,349.1,34,1,1.0,0,34,0.5,0.0,9.498611111111112,,9.498611111111112,1.0,0,1,One-and-done
M002992,2026-04-26,Silver,B07,25-34,Bangkok,4,1,704.01,4,1,1.0,0,70,1.0,1.0,,,,2.0,0,1,One-and-done
M002994,2026-02-27,Bronze,B33,18-24,Phuket,14,3,344.27,62,1,1.0,0,33,0.6666666666666666,0.0,24.272916666666667,,25.0125,1.0,1,1,One-and-done
M002996,2025-09-25,Bronze,B29,45-54,Chiang Mai,14,7,1783.59,217,1,1.0,0,175,0.4285714285714285,0.0,33.92025462962963,1.4214540076509323,11.280555555555557,2.0,1,2,At-risk regulars
M002997,2025-10-17,Bronze,B19,18-24,Bangkok,89,11,2080.25,195,2,0.9090909090909092,0,204,0.6363636363636364,0.2727272727272727,10.612083333333333,1.014924298623697,19.92569444444445,1.0,1,3,Hibernating
M002999,2026-01-03,Bronze,B33,18-24,Phuket,13,8,2934.89,117,1,1.0,0,289,0.375,0.375,14.83849206349206,0.5614821852731592,23.224305555555556,0.75,0,0,Loyal
M003000,2026-01-28,Silver,B36,55+,Pattaya,10,6,1073.46,92,1,1.0,0,105,0.6666666666666666,0.1666666666666666,16.403194444444445,1.3550910709394688,10.089583333333334,0.6666666666666666,0,2,At-risk regulars
M003001,2026-04-16,Bronze,B37,18-24,Pattaya,14,1,131.76,14,1,1.0,0,13,1.0,0.0,,,,2.0,0,1,One-and-done
